DivisNum,uniqueid,MODE,DATECOMP,LODGGRP,State,Postcode,Division,Part_Onl,A1,A2,A3P1,A3P2,A3P3,A4,A5P1,A5P6,A5P2,A5P3,A5P4,A5P5,A6,A7,A8P1,A8P2,A8P3,A8P4,A8P5,A8P6,A8P7,A9P1,A9P2,A9P3,A9P4,A9P5,A9P6,A10P1,A10P2,A10P3,A10P4,A10P5,A10P6,A10P7,A11,A12,A13P1,A13P2,A13P3,A13P4,A13P5,A13P6,A14,A15P1,A15P2,A15P3,A15P4,A15P5,A16P1,A16P2,A16P3,A16P4,B1,XB1,B2,B3,B4,B5,B6,B7,B8OWN,B8LIB,B8ALP,B8NAT,B8GRN,B9REPS,XB9REPS,B9SENAT,XB9SENAT,B10REPS,B10SENAT,B11,B12,B13,B14P1,B14P2,B14P3,B14P4,B14P6,B14P7,B14P8,B15,B16,B17LIB,B17ALP,B17NAT,B17GRN,C1RUDD,C1ABBOTT,C1TRUSS,C1JULIA,C1MILNE,C2KRINT,C2KRCMP,C2KRCMPT,C2KRSEN,C2KRLEA,C2KRHON,C2KRKNO,C2KRINS,C2KRTRU,C3TAINT,C3TACMP,C3TACMPT,C3TASEN,C3TALEA,C3TAHON,C3TAKNO,C3TAINS,C3TATRU,C4,C5,C6,C7P6,C7P1,C7P2,C7P3,C7P4,C7P5,C8,C9,C10,D1TAX,D1IMMIG,D1EDUC,D1ENVIR,D1INDREL,D1HEALTH,D1REAS,D1GLOBAL,D1CARBON,D1ECONO,D2TAX,D2IMMIG,D2EDUC,D2ENVIR,D2INDREL,D2HEALTH,D2REAS,D2GLOBAL,D2CARBON,D2ECONO,D3P1,D3P2,D4HHOLD,D4CNTRY,D5HHOLD,D5CNTRY,D6HHOLD,D6CNTRY,D7HHOLD,D7CNTRY,D8P1,D8P2,D8P3,D8P4,D8P5,D8P6,D8P7,D8P8,D9,D10,D11,D12P1,D12P2,D13P1,D13P2,D13P3,D13P4,D13P5,D13P6,E1,E2MIGEO,E2NUDSEX,E2ABLAND,E2EQUOP,E2IMMIG,E2ABOR,E2ASIA,E3,E4,E5P1,E5P2,E5P3,E5P4,E6DEATHP,E6MARIJ,E6LAWBRK,E6PREF,E6BOATS,E6SAME,E6WHITE,E6ETHNIC,E6OPP,E7P1,E7P2,E8,E9,F1,F2,F3,F4,F5JAPAN,F5US,F5CHINA,F5VIETN,F5MALAY,F5INDON,F6P1,F6P4,F6P7,F6P8,F7,F8P1,F8P2,F8P3,F8P4,F9,F10,F11,F12,F13,F14NAMER,F14PARTR,F14PARTY,F15,F16P1,F16P2,F16P3,F16P4,F16P5,F16P6,G1,G1age,G2,G3,G4,G5,XG5,G5POS,G5EMPLOY,G5SUPERV,G6,H1,H2,Age,Ageder,H3,H4P1,H4P2,H4P3,H4P4,H5DAD,H5MUM,H6,XH6,H7,H8,H9,H10,H11,H12ATTCH,H12MLMED,H12WPBLG,H12DWLD,H13,H14,H15,H16,H17,H18,XH18,H19,H20,H21,H22,XH22,H23OWN,XH23OWN,H23MUM,XH23MUM,H23DAD,XH23DAD,H24OWN,H24MUM,H24DAD,H25P1,H25P2,H25P3,H25P4,H25P5,H25P6,H25P7,H25P8,H25P9,H25P10,H25P11,H25P12,H25P13,H25P14,h26you_1,h26you_2,h26mum_1,h26mum_2,h26dad_1,h26dad_2,H27,H28,H29,H30,H31,weight,StateMap,ALP_1PRF,LP_1PRF,LNP_1PRF,NP_1PRF,CLP_1PRF,OTH_1PRF,ALP_2PP,LNC_2PP,STATEAB,ENROLMNT,TURNOUT,TURNPCT,TURNSWG,ORDVOTES,ABSVOTES,PRVVOTES,PREVOTES,POSVOTES,TOTVOTES,TOTPCT,FORVOTES,INFVOTES,INFPCT,INFSWING,CANDIDN,PARTYABN,TOTVOTN,SWINGN,CANDIDY,PARTYABY,TOTVOTY,SWINGY
132,9234777,1,2013-10-16,3,1,9999,MACKELLAR,,2,1,1,1,4,2,3,4,3,4,4,4,1,5,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,8,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,2,1,10,0,9,0,0,10,5,0,0,2,3,4,4,3,4,3,4,4,1,1,1,1,2,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,1,2,1,2,3,5,3,2,2,2,4,2,2,3,4,4,4,1,4,5,1,3,1,3,3,4,2,3,4,5,2,1,3,3,2,2,2,1,1,4,1,5,4,2,4,4,3,1,1,1,4,1,1,3,3,3,3,3,3,4,5,1,3,1,3,1,3,1,4,3,2,3,5,1,1,1,1,1,2,2,1,2,1,1,15,0,6,7,41,4114,5,2,2,2,2,1934,79,6,2,1,1,1,1,7,7,2,2,1,2,1,7,-1,-1,-1,-1,-1,2,5,13,2,5,13,1331,2,1,2,1,1,3,2100,3,2100,3,2100,1968,9999,9999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,-1,2100,-1,2100,-1,2,4,3,1,1,0.705039816996184,1,17.24,62.43,0,0,0,20.33,31.16,68.84,NSW,102842,96057,93.4000015258789,0.140000000596046,81689,4400,240,3119,6609,96057,93.4000015258789,90532,5525,5.75,0.550000011920929,24546,ALP,28210,-3.11999988555908,23184,LP,62322,3.11999988555908
132,9603654,2,2013-09-22,1,1,9999,MACKELLAR,,2,1,1,3,4,2,2,4,3,3,3,3,1,2,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,2,1,1,1,2,2,3,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,98,-1,1,3,2,1,3,4,6,4,6,4,1,1,1,1,-1,-1,1,3,4,-1,-1,3,-1,-1,-1,-1,3,1,8,7,5,5,8,9,5,7,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,1,1,3,3,2,2,2,1,2,2,2,3,3,2,1,1,2,2,1,2,2,3,1,1,2,3,3,2,2,2,4,2,2,10,6,4,4,2,2,4,3,2,1,1,2,3,3,3,3,4,2,2,5,3,3,2,2,4,1,2,4,1,3,4,3,3,3,2,3,2,2,1,3,3,1,3,1,5,2,5,1,2,2,3,3,1,3,2,2,2,2,1,2,2,3,3,3,3,2,2,3,3,1,3,3,2,3,1,2,5,2,3,3,1,1,1,2,3,2,1,1,3,2,1,18,2,5,2,41,4114,4,2,1,2,2,1954,59,5,2,1,2,2,2,6,7,6,19,4,2,2,4,4,1,-1,-1,-1,3,4,12,1,1,73,7311,1,2,2,4,4,8,6101,8,6101,8,6101,1992,9999,9999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1101,-1,6101,-1,6101,-1,3,2,3,2,2,0.726049617448173,1,17.24,62.43,0,0,0,20.33,31.16,68.84,NSW,102842,96057,93.4000015258789,0.140000000596046,81689,4400,240,3119,6609,96057,93.4000015258789,90532,5525,5.75,0.550000011920929,24546,ALP,28210,-3.11999988555908,23184,LP,62322,3.11999988555908
133,3433485,1,2013-09-23,1,1,9999,MACQUARIE,,2,2,2,-1,3,2,2,3,4,4,4,4,2,2,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,3,3,3,3,-1,-1,-1,-1,1,-1,-1,-1,-1,2,2,2,1,4,3,4,1,4,8,3,4,2,2,2,2,2,-1,-1,2,6,2,1,-1,-1,-1,-1,-1,-1,4,3,0,7,5,3,7,0,5,8,5,2,2,2,1,2,2,1,2,2,3,3,3,3,2,3,3,2,3,2,3,2,2,2,2,2,2,2,4,2,4,2,1,1,2,2,1,1,2,2,2,3,3,1,3,1,1,3,4,1,1,3,6,3,2,1,1,3,3,2,2,3,3,4,2,2,4,2,3,4,6,3,3,2,2,2,2,2,2,2,3,1,3,3,3,1,3,3,1,4,3,3,4,3,2,4,2,4,1,5,3,3,3,2,3,3,2,3,2,2,2,3,3,3,3,1,1,2,1,2,2,4,3,3,2,2,3,3,5,3,5,1,1,1,1,3,1,1,2,2,1,1,17,1,1,1,54,5411,4,3,2,2,2,1979,34,2,2,1,2,2,1,7,7,2,2,6,2,2,2,4,1,1,-1,1,3,1,15,2,1,59,5911,3,1,2,2,2,1,1101,1,1101,1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.62526813399821,1,31,47.36,0,0,0,21.64,45.52,54.48,NSW,100689,95286,94.629997253418,-0.180000007152557,82552,3750,241,2329,6414,95286,94.629997253418,89924,5362,5.63000011444092,0.150000005960464,24690,ALP,40937,-3.22000002861023,23211,LP,48987,3.22000002861023
133,3793522,2,2013-09-23,1,1,9999,MACQUARIE,,1,1,2,2,1,1,1,1,2,2,4,3,1,4,-1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,2,1,2,3,4,2,3,3,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,4,2,2,6,5,2,5,2,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,3,2,9,0,9,0,0,9,8,1,0,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,2,2,1,3,2,2,1,1,1,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,10,7,4,4,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,4,5,3,2,2,2,2,3,4,2,2,2,3,1,2,3,1,4,3,3,3,3,2,3,2,4,1,3,4,2,3,1,3,1,2,1,4,1,3,3,3,3,3,3,2,5,4,2,4,5,1,4,1,4,3,3,2,3,3,1,1,1,2,1,2,2,2,3,1,1,17,6,5,4,55,5511,5,2,1,2,2,1971,42,3,2,1,1,2,1,1,1,7,98,6,4,5,1,4,1,1,1,1,3,1,8,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1101,1,1101,1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.26239130236428,1,31,47.36,0,0,0,21.64,45.52,54.48,NSW,100689,95286,94.629997253418,-0.180000007152557,82552,3750,241,2329,6414,95286,94.629997253418,89924,5362,5.63000011444092,0.150000005960464,24690,ALP,40937,-3.22000002861023,23211,LP,48987,3.22000002861023
133,4222184,2,2013-09-18,1,1,9999,MACQUARIE,,3,4,2,2,4,2,3,4,4,4,4,4,2,4,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,4,1,2,5,5,4,5,4,5,97,5,97,1,1,1,1,2,-1,-1,3,-1,-1,-1,-1,3,2,9,6,3,3,4,6,3,5,4,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,2,2,2,2,2,1,1,3,2,2,2,2,2,3,3,2,1,2,1,2,2,2,4,4,4,2,2,1,2,4,1,7,4,4,2,3,3,2,2,2,2,3,3,3,2,4,3,3,2,4,3,3,4,4,4,4,2,3,2,2,2,2,3,3,2,3,2,2,1,2,3,3,2,2,3,2,3,2,1,3,1,3,3,1,2,2,2,3,2,2,2,3,2,2,3,3,3,2,2,3,3,2,3,2,4,2,5,2,3,5,2,2,1,2,3,1,3,1,3,1,1,18,1,7,2,31,3125,4,2,1,2,2,1965,48,4,2,1,2,1,1,7,7,2,2,1,2,2,1,4,1,1,-1,1,3,2,17,1,1,35,3511,2,2,2,1,1,1,1101,1,1101,1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.13264708321077,1,31,47.36,0,0,0,21.64,45.52,54.48,NSW,100689,95286,94.629997253418,-0.180000007152557,82552,3750,241,2329,6414,95286,94.629997253418,89924,5362,5.63000011444092,0.150000005960464,24690,ALP,40937,-3.22000002861023,23211,LP,48987,3.22000002861023
133,4308109,1,2013-09-24,1,1,9999,MACQUARIE,,1,1,1,1,-1,1,1,4,4,3,4,4,1,3,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,2,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,1,4,2,1,8,9,4,8,1,1,1,1,1,-1,-1,1,1,1,-1,2,3,-1,-1,-1,-1,3,2,9,3,8,0,0,9,8,0,0,1,3,4,4,4,4,1,3,4,1,2,2,2,1,2,1,2,2,1,2,3,2,2,2,1,1,2,3,1,1,2,1,1,2,2,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,6,8,4,5,3,3,2,2,1,1,2,2,3,1,2,2,2,2,2,6,3,3,3,1,2,2,3,2,3,3,2,2,3,3,2,3,3,1,1,2,2,3,3,2,4,2,4,2,3,4,2,2,2,4,1,1,2,3,1,1,3,3,2,3,3,2,4,4,3,2,3,2,3,3,2,3,3,2,3,1,1,1,1,1,1,2,2,1,1,2,1,17,9,6,5,32,3232,4,2,1,2,1,1943,70,6,2,1,2,1,1,2,2,1,1,5,2,1,3,4,1,-1,-1,1,3,4,6,1,5,43,4312,2,1,2,1,1,1,1101,1,1101,1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.743531152830054,1,31,47.36,0,0,0,21.64,45.52,54.48,NSW,100689,95286,94.629997253418,-0.180000007152557,82552,3750,241,2329,6414,95286,94.629997253418,89924,5362,5.63000011444092,0.150000005960464,24690,ALP,40937,-3.22000002861023,23211,LP,48987,3.22000002861023
133,4652281,1,2013-09-19,1,1,9999,MACQUARIE,,1,3,1,1,3,1,1,4,4,4,4,4,2,3,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,1,2,4,1,2,9,5,9,2,2,2,2,2,-1,-1,1,5,2,1,-1,-1,-1,-1,-1,-1,4,2,1,9,1,9,2,2,2,9,9,2,2,3,3,4,3,2,3,4,2,3,3,3,3,3,3,3,3,4,1,2,2,2,2,1,2,2,4,4,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,3,2,2,2,3,3,2,2,2,2,3,4,2,3,3,2,2,8,4,-1,-1,4,4,1,1,4,2,5,4,4,4,4,5,4,4,1,3,1,2,2,2,5,5,4,4,5,1,2,2,2,2,4,2,2,3,1,2,2,3,3,3,3,3,2,3,2,2,2,2,4,2,4,1,1,3,2,3,3,1,1,1,2,1,2,2,2,1,2,1,18,4,3,5,24,2412,5,3,2,1,1,1946,67,6,2,1,-1,1,1,1,7,7,98,6,2,1,4,3,-1,-1,-1,-1,2,4,13,1,5,26,2611,2,1,2,2,2,2,1201,2,1201,2,1201,1974,9999,9999,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1201,-1,-1,-1,-1,-1,4,2,3,1,1,0.752643130937588,1,31,47.36,0,0,0,21.64,45.52,54.48,NSW,100689,95286,94.629997253418,-0.180000007152557,82552,3750,241,2329,6414,95286,94.629997253418,89924,5362,5.63000011444092,0.150000005960464,24690,ALP,40937,-3.22000002861023,23211,LP,48987,3.22000002861023
133,4667211,1,2013-09-17,1,1,9999,MACQUARIE,,1,2,2,1,4,-1,2,4,4,4,4,4,1,3,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,2,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,3,1,6,2,4,3,2,2,6,2,2,4,4,5,5,2,3,2,6,2,-1,2,-1,-1,-1,-1,-1,3,2,0,6,3,8,3,1,5,4,7,2,2,2,2,3,2,2,3,3,2,3,3,3,4,3,2,3,4,2,1,2,2,2,2,2,1,2,4,3,2,2,1,1,1,2,1,2,1,2,2,3,1,1,1,1,1,3,1,1,4,-1,-1,4,3,2,2,4,4,3,3,2,2,1,2,1,2,3,2,3,7,2,4,5,2,4,2,3,3,2,4,3,3,3,3,2,2,3,1,1,3,2,3,2,5,1,3,4,3,3,4,2,3,1,2,1,1,3,1,1,1,3,3,1,2,2,1,2,3,2,1,4,2,3,3,2,2,4,2,3,3,3,3,-1,2,1,2,2,2,3,2,1,18,1,5,4,35,3514,4,1,2,2,1,1954,59,5,2,2,2,2,2,1,1,1,1,6,4,5,4,3,-1,-1,-1,-1,3,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,12,3304,12,3304,12,3304,1968,1966,1966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,-1,1101,-1,1101,-1,5,4,4,1,1,0.655020413253552,1,31,47.36,0,0,0,21.64,45.52,54.48,NSW,100689,95286,94.629997253418,-0.180000007152557,82552,3750,241,2329,6414,95286,94.629997253418,89924,5362,5.63000011444092,0.150000005960464,24690,ALP,40937,-3.22000002861023,23211,LP,48987,3.22000002861023
133,4790836,1,2013-12-06,4,1,9999,MACQUARIE,,2,2,3,2,4,4,4,4,4,4,4,4,2,4,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,3,1,-1,2,2,2,3,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,1,3,2,1,7,7,-1,-1,-1,1,1,1,1,-1,-1,2,1,1,1,-1,-1,-1,-1,-1,-1,2,1,9,5,4,3,5,10,5,4,6,2,2,3,3,3,4,1,2,4,1,2,2,1,1,2,1,2,1,2,3,3,-1,1,-1,-1,-1,-1,4,2,3,1,1,1,2,1,2,1,2,1,2,2,2,1,3,3,3,3,3,2,2,-1,-1,4,3,3,2,4,5,2,2,2,2,4,-1,3,1,1,5,4,4,4,4,4,3,1,2,3,1,4,3,2,1,1,2,1,2,2,1,1,2,1,3,2,1,3,1,5,1,4,4,1,4,1,3,2,2,3,3,1,1,3,3,3,3,2,2,5,5,3,1,4,3,3,3,2,2,2,5,3,5,3,3,-1,-1,1,1,1,-1,2,1,1,15,0,6,5,11,1112,1,1,1,2,1,1943,70,6,2,1,-1,-1,1,1,1,2,2,4,2,1,7,-1,-1,-1,-1,-1,3,1,2,2,5,-1,-1,-1,-1,-1,1,1,1,1101,1,1101,1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.743531152830054,1,31,47.36,0,0,0,21.64,45.52,54.48,NSW,100689,95286,94.629997253418,-0.180000007152557,82552,3750,241,2329,6414,95286,94.629997253418,89924,5362,5.63000011444092,0.150000005960464,24690,ALP,40937,-3.22000002861023,23211,LP,48987,3.22000002861023
133,5732610,1,2013-09-19,1,1,9999,MACQUARIE,,1,3,2,2,3,1,2,3,2,3,4,2,2,5,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,3,1,2,3,3,1,1,4,2,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,2,1,1,9,9,0,9,0,1,1,1,1,-1,-1,2,2,1,1,-1,-1,-1,-1,-1,-1,2,1,10,0,9,0,0,10,5,0,0,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,3,1,1,2,1,2,3,2,3,1,3,1,1,2,2,2,2,2,2,2,2,2,2,7,9,5,5,3,3,2,2,1,1,3,3,5,2,2,3,2,5,2,0,3,2,2,2,1,4,5,1,5,2,1,1,1,1,1,1,2,2,4,4,3,3,3,1,5,1,5,1,1,5,2,4,1,2,1,1,1,4,1,1,2,3,2,2,1,1,4,5,3,5,5,1,4,3,3,4,3,5,3,3,1,1,1,1,1,2,3,3,3,2,1,15,0,1,5,13,1311,3,2,2,2,2,1943,70,6,2,1,2,2,1,7,7,2,2,6,2,1,1,4,1,-1,-1,-1,2,1,13,1,5,44,4413,3,1,2,1,1,1,1101,1,1101,4,2201,-1,-1,1929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1101,-1,1101,-1,-1,-1,5,4,4,1,1,0.705039816996184,1,31,47.36,0,0,0,21.64,45.52,54.48,NSW,100689,95286,94.629997253418,-0.180000007152557,82552,3750,241,2329,6414,95286,94.629997253418,89924,5362,5.63000011444092,0.150000005960464,24690,ALP,40937,-3.22000002861023,23211,LP,48987,3.22000002861023
133,5733003,1,2013-10-15,3,1,9999,MACQUARIE,,2,2,2,1,2,1,2,4,4,4,4,4,2,3,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,3,3,2,1,1,-1,-1,1,-1,-1,-1,-1,2,2,2,1,1,2,4,3,3,7,2,9,1,2,2,4,4,-1,-1,2,1,2,1,-1,-1,-1,-1,-1,-1,3,1,2,8,2,6,5,2,5,6,6,2,2,3,3,3,2,1,2,2,4,3,3,3,2,4,4,4,4,2,4,3,2,2,2,2,1,2,3,2,2,2,2,1,1,1,1,2,2,2,2,4,3,1,1,1,1,3,4,1,1,6,3,3,2,2,2,4,3,2,3,2,2,2,3,2,3,3,2,2,4,2,2,2,4,4,2,2,3,2,4,4,3,3,3,4,4,3,1,2,3,3,3,4,4,3,3,3,4,4,2,3,3,1,3,4,2,2,3,2,2,3,3,3,3,3,3,3,3,2,3,2,3,2,4,2,2,3,2,3,3,1,1,1,1,1,3,3,1,2,1,1,18,0,1,1,14,1499,4,2,1,2,2,1986,27,2,2,1,2,1,1,2,2,1,1,5,2,2,2,4,1,1,-1,-1,3,4,17,1,1,21,2123,2,1,2,1,1,1,1101,1,1101,1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.62526813399821,1,31,47.36,0,0,0,21.64,45.52,54.48,NSW,100689,95286,94.629997253418,-0.180000007152557,82552,3750,241,2329,6414,95286,94.629997253418,89924,5362,5.63000011444092,0.150000005960464,24690,ALP,40937,-3.22000002861023,23211,LP,48987,3.22000002861023
133,5896578,2,2013-11-08,4,1,9999,MACQUARIE,,3,4,2,2,3,2,2,4,4,4,4,4,2,3,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,1,2,2,2,3,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,3,1,2,1,3,2,5,5,5,5,5,4,4,4,4,2,2,2,1,4,-1,-1,3,-1,-1,-1,-1,5,4,10,6,5,3,7,0,5,3,5,2,3,2,3,4,2,2,3,2,4,4,4,4,3,4,4,4,4,3,1,1,1,2,2,2,2,1,5,4,3,2,2,2,1,3,1,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,6,4,4,3,3,4,4,3,3,2,3,4,3,2,3,2,3,4,3,2,4,5,3,3,3,2,3,2,3,1,2,2,4,1,2,2,1,4,1,2,4,4,2,1,3,4,2,5,5,1,3,3,4,1,2,3,3,2,2,3,3,3,3,3,3,2,2,4,4,4,4,4,4,4,3,5,2,3,5,3,3,-1,2,3,1,3,3,2,1,1,17,3,7,2,62,6211,5,2,1,2,2,1988,25,2,2,2,2,2,2,7,7,6,22,6,1,3,3,4,1,1,-1,1,3,4,9,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1101,1,1101,3,2100,-1,-1,9999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1101,-1,1101,-1,-1,-1,5,4,2,1,1,1.37352983131336,1,31,47.36,0,0,0,21.64,45.52,54.48,NSW,100689,95286,94.629997253418,-0.180000007152557,82552,3750,241,2329,6414,95286,94.629997253418,89924,5362,5.63000011444092,0.150000005960464,24690,ALP,40937,-3.22000002861023,23211,LP,48987,3.22000002861023
133,6658672,2,2013-09-12,1,1,9999,MACQUARIE,,2,2,4,3,1,1,2,4,3,4,4,4,2,4,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,2,2,2,3,3,4,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,2,1,1,4,4,1,5,7,3,9,2,1,1,1,1,-1,-1,1,3,1,-1,-1,3,-1,-1,-1,-1,2,1,9,4,5,1,0,10,6,3,1,2,2,3,3,3,4,2,3,4,2,1,2,3,1,1,2,1,1,1,4,4,1,2,2,2,1,2,1,2,2,3,3,2,2,3,1,1,3,3,1,3,2,3,2,2,3,1,3,2,2,10,3,1,2,2,2,4,2,2,1,3,2,4,3,3,2,2,5,2,7,2,2,1,4,2,3,5,3,5,2,3,3,2,3,2,2,2,1,1,3,4,3,4,4,2,4,5,1,1,3,2,3,1,2,2,1,3,3,1,1,3,3,2,3,3,2,4,5,2,4,4,1,2,3,2,3,3,2,3,3,1,1,1,1,1,2,2,1,3,2,1,18,4,3,1,26,2613,5,2,2,2,1,1966,47,4,2,1,2,1,1,2,1,7,98,6,2,2,1,4,1,-1,-1,1,2,5,21,1,1,24,2400,3,2,1,2,2,1,1101,1,1101,1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.970048141603624,1,31,47.36,0,0,0,21.64,45.52,54.48,NSW,100689,95286,94.629997253418,-0.180000007152557,82552,3750,241,2329,6414,95286,94.629997253418,89924,5362,5.63000011444092,0.150000005960464,24690,ALP,40937,-3.22000002861023,23211,LP,48987,3.22000002861023
