DivisNum,uniqueid,MODE,DATECOMP,LODGGRP,State,Postcode,Division,Part_Onl,A1,A2,A3P1,A3P2,A3P3,A4,A5P1,A5P6,A5P2,A5P3,A5P4,A5P5,A6,A7,A8P1,A8P2,A8P3,A8P4,A8P5,A8P6,A8P7,A9P1,A9P2,A9P3,A9P4,A9P5,A9P6,A10P1,A10P2,A10P3,A10P4,A10P5,A10P6,A10P7,A11,A12,A13P1,A13P2,A13P3,A13P4,A13P5,A13P6,A14,A15P1,A15P2,A15P3,A15P4,A15P5,A16P1,A16P2,A16P3,A16P4,B1,XB1,B2,B3,B4,B5,B6,B7,B8OWN,B8LIB,B8ALP,B8NAT,B8GRN,B9REPS,XB9REPS,B9SENAT,XB9SENAT,B10REPS,B10SENAT,B11,B12,B13,B14P1,B14P2,B14P3,B14P4,B14P6,B14P7,B14P8,B15,B16,B17LIB,B17ALP,B17NAT,B17GRN,C1RUDD,C1ABBOTT,C1TRUSS,C1JULIA,C1MILNE,C2KRINT,C2KRCMP,C2KRCMPT,C2KRSEN,C2KRLEA,C2KRHON,C2KRKNO,C2KRINS,C2KRTRU,C3TAINT,C3TACMP,C3TACMPT,C3TASEN,C3TALEA,C3TAHON,C3TAKNO,C3TAINS,C3TATRU,C4,C5,C6,C7P6,C7P1,C7P2,C7P3,C7P4,C7P5,C8,C9,C10,D1TAX,D1IMMIG,D1EDUC,D1ENVIR,D1INDREL,D1HEALTH,D1REAS,D1GLOBAL,D1CARBON,D1ECONO,D2TAX,D2IMMIG,D2EDUC,D2ENVIR,D2INDREL,D2HEALTH,D2REAS,D2GLOBAL,D2CARBON,D2ECONO,D3P1,D3P2,D4HHOLD,D4CNTRY,D5HHOLD,D5CNTRY,D6HHOLD,D6CNTRY,D7HHOLD,D7CNTRY,D8P1,D8P2,D8P3,D8P4,D8P5,D8P6,D8P7,D8P8,D9,D10,D11,D12P1,D12P2,D13P1,D13P2,D13P3,D13P4,D13P5,D13P6,E1,E2MIGEO,E2NUDSEX,E2ABLAND,E2EQUOP,E2IMMIG,E2ABOR,E2ASIA,E3,E4,E5P1,E5P2,E5P3,E5P4,E6DEATHP,E6MARIJ,E6LAWBRK,E6PREF,E6BOATS,E6SAME,E6WHITE,E6ETHNIC,E6OPP,E7P1,E7P2,E8,E9,F1,F2,F3,F4,F5JAPAN,F5US,F5CHINA,F5VIETN,F5MALAY,F5INDON,F6P1,F6P4,F6P7,F6P8,F7,F8P1,F8P2,F8P3,F8P4,F9,F10,F11,F12,F13,F14NAMER,F14PARTR,F14PARTY,F15,F16P1,F16P2,F16P3,F16P4,F16P5,F16P6,G1,G1age,G2,G3,G4,G5,XG5,G5POS,G5EMPLOY,G5SUPERV,G6,H1,H2,Age,Ageder,H3,H4P1,H4P2,H4P3,H4P4,H5DAD,H5MUM,H6,XH6,H7,H8,H9,H10,H11,H12ATTCH,H12MLMED,H12WPBLG,H12DWLD,H13,H14,H15,H16,H17,H18,XH18,H19,H20,H21,H22,XH22,H23OWN,XH23OWN,H23MUM,XH23MUM,H23DAD,XH23DAD,H24OWN,H24MUM,H24DAD,H25P1,H25P2,H25P3,H25P4,H25P5,H25P6,H25P7,H25P8,H25P9,H25P10,H25P11,H25P12,H25P13,H25P14,h26you_1,h26you_2,h26mum_1,h26mum_2,h26dad_1,h26dad_2,H27,H28,H29,H30,H31,weight,StateMap,ALP_1PRF,LP_1PRF,LNP_1PRF,NP_1PRF,CLP_1PRF,OTH_1PRF,ALP_2PP,LNC_2PP,STATEAB,ENROLMNT,TURNOUT,TURNPCT,TURNSWG,ORDVOTES,ABSVOTES,PRVVOTES,PREVOTES,POSVOTES,TOTVOTES,TOTPCT,FORVOTES,INFVOTES,INFPCT,INFSWING,CANDIDN,PARTYABN,TOTVOTN,SWINGN,CANDIDY,PARTYABY,TOTVOTY,SWINGY
198,7586294,1,2013-09-17,1,2,9999,BALLARAT,,4,4,4,4,4,4,4,4,4,4,4,4,2,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,3,5,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,98,-1,3,6,-1,3,4,-1,0,0,0,0,5,-1,5,-1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,2,2,2,5,5,5,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,-1,-1,5,5,3,3,5,5,3,3,5,5,5,5,5,5,5,5,4,0,1,4,4,1,1,1,1,1,1,3,5,5,5,5,5,5,5,1,4,1,1,1,1,1,5,5,3,5,5,3,3,1,2,3,5,1,3,1,1,1,3,3,1,3,3,3,1,1,1,1,1,5,5,1,1,1,5,5,5,5,3,3,-1,2,3,3,3,3,3,3,1,18,-1,1,1,51,5121,5,2,2,2,2,-1,-1,-1,2,1,2,2,2,7,7,1,1,6,2,1,2,4,-1,-1,-1,-1,2,4,7,2,1,34,3423,4,2,2,6,98,1,1101,1,1101,1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.16768396266839,2,41.91,38,0,0,0,20.09,54.89,45.11,VIC,103480,98241,94.9400024414062,0.140000000596046,83319,3009,277,2735,8901,98241,94.9400024414062,93663,4578,4.65999984741211,0.939999997615814,23473,LP,42252,6.80999994277954,23305,ALP,51411,-6.80999994277954
198,7716135,1,2013-09-13,1,2,9999,BALLARAT,,1,1,2,2,-1,1,2,-1,4,4,4,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,-1,2,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,1,3,2,1,5,2,8,3,0,2,2,2,2,-1,-1,1,1,2,-1,-1,-1,-1,-1,7,-1,3,1,5,10,5,5,10,5,5,10,5,1,1,2,2,2,2,1,1,1,2,3,3,2,2,4,2,3,4,2,4,3,2,1,-1,1,1,2,-1,3,3,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,-1,3,2,1,1,3,3,1,1,3,3,2,2,2,2,2,2,3,8,3,3,-1,3,4,3,3,3,3,4,2,3,3,3,3,3,3,3,3,2,1,2,2,1,4,2,3,3,3,-1,2,3,1,2,1,2,3,2,1,1,3,3,3,3,3,2,2,2,1,2,2,3,2,4,2,1,3,2,3,3,1,1,2,1,3,1,1,2,2,1,3,-1,-1,6,5,32,3222,5,2,1,1,1,1943,70,6,2,1,2,1,1,7,7,2,2,4,4,1,7,-1,-1,-1,-1,-1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,12,3306,6,2304,12,3305,1949,1949,1949,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1101,-1,-1,-1,-1,-1,5,4,3,1,1,0.736145948479254,2,41.91,38,0,0,0,20.09,54.89,45.11,VIC,103480,98241,94.9400024414062,0.140000000596046,83319,3009,277,2735,8901,98241,94.9400024414062,93663,4578,4.65999984741211,0.939999997615814,23473,LP,42252,6.80999994277954,23305,ALP,51411,-6.80999994277954
198,7848537,1,2013-10-15,3,2,9999,BALLARAT,,2,3,2,2,4,2,2,4,4,4,4,4,2,4,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,2,1,1,1,3,2,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,1,4,2,1,5,5,6,7,7,5,97,5,97,2,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,5,1,10,0,9,0,0,10,5,0,5,3,3,3,4,4,3,2,4,4,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,4,1,1,2,2,2,2,1,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,10,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,3,4,-1,-1,2,2,2,2,1,3,4,1,4,3,3,3,2,3,3,3,3,1,2,3,2,4,4,3,4,2,4,3,3,4,2,4,1,3,3,2,3,3,2,2,3,3,3,3,3,2,4,3,2,1,3,3,2,3,3,3,-1,5,3,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,1,15,0,6,5,33,3331,2,2,1,2,1,1958,55,5,2,1,1,1,1,-1,-1,5,5,5,2,1,6,1,-1,-1,-1,-1,2,4,17,2,7,39,3911,1,1,2,1,1,1,1101,1,1101,1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.922175326128942,2,41.91,38,0,0,0,20.09,54.89,45.11,VIC,103480,98241,94.9400024414062,0.140000000596046,83319,3009,277,2735,8901,98241,94.9400024414062,93663,4578,4.65999984741211,0.939999997615814,23473,LP,42252,6.80999994277954,23305,ALP,51411,-6.80999994277954
198,7852479,1,2013-09-24,1,2,9999,BALLARAT,,1,1,3,3,4,2,2,4,4,4,4,4,2,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,3,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,1,5,4,2,2,5,7,3,7,3,1,1,1,1,-1,-1,1,3,2,-1,-1,3,-1,-1,-1,-1,3,2,7,5,7,5,4,6,5,6,4,1,3,2,2,2,2,2,3,3,1,2,3,3,3,3,2,3,3,2,2,4,2,2,2,2,2,2,3,3,3,2,2,1,1,1,1,3,1,2,1,2,3,3,1,3,3,3,3,2,3,8,4,3,4,2,2,3,2,2,2,2,2,3,3,3,3,2,2,2,6,2,4,2,4,2,2,2,2,3,2,3,3,3,4,3,3,4,1,1,3,3,4,4,2,1,3,4,2,2,4,2,2,1,2,2,2,3,1,1,2,3,3,2,3,3,2,3,3,2,2,2,3,2,4,2,1,3,2,3,3,1,1,2,2,1,2,3,1,3,2,1,17,0,1,1,44,4413,4,3,1,1,1,1952,61,5,2,1,2,2,1,1,1,7,98,6,2,1,2,4,1,1,-1,-1,2,5,19,1,2,24,2410,3,1,1,2,2,1,1101,1,1101,1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.748904861677931,2,41.91,38,0,0,0,20.09,54.89,45.11,VIC,103480,98241,94.9400024414062,0.140000000596046,83319,3009,277,2735,8901,98241,94.9400024414062,93663,4578,4.65999984741211,0.939999997615814,23473,LP,42252,6.80999994277954,23305,ALP,51411,-6.80999994277954
198,7984247,1,2013-09-25,1,2,9999,BALLARAT,,3,3,4,4,4,3,3,4,4,4,4,4,1,4,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,2,1,4,3,3,5,3,6,2,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,4,3,7,0,8,5,0,-1,-1,-1,-1,2,3,3,3,3,4,2,3,4,2,3,3,2,3,3,3,3,3,3,1,2,2,2,2,2,1,1,4,4,4,-1,-1,1,2,2,1,1,2,2,1,3,-1,2,3,2,1,3,3,2,3,3,7,5,4,2,2,5,3,2,2,1,1,2,2,2,2,1,2,2,5,2,3,4,4,4,4,3,2,2,3,2,2,1,4,2,1,3,1,4,2,4,4,4,1,2,1,4,2,4,4,1,1,2,3,1,2,1,3,1,1,2,3,2,2,2,2,3,5,2,2,5,2,2,3,1,2,3,2,5,5,1,1,2,1,1,3,1,1,1,1,1,17,3,3,1,36,3612,5,1,2,2,1,1960,53,4,2,1,1,2,2,1,1,3,3,6,2,2,7,-1,-1,-1,-1,-1,2,1,12,2,2,42,4221,3,2,1,1,1,1,1101,1,1101,1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.948785659389156,2,41.91,38,0,0,0,20.09,54.89,45.11,VIC,103480,98241,94.9400024414062,0.140000000596046,83319,3009,277,2735,8901,98241,94.9400024414062,93663,4578,4.65999984741211,0.939999997615814,23473,LP,42252,6.80999994277954,23305,ALP,51411,-6.80999994277954
198,8169876,2,2013-11-04,4,2,9999,BALLARAT,,3,3,2,3,4,2,2,3,4,2,4,4,2,4,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,3,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,98,-1,1,2,1,3,3,4,6,4,2,1,1,1,2,2,-1,-1,2,1,2,1,-1,-1,-1,-1,-1,-1,3,2,6,5,2,2,5,5,3,3,4,2,3,2,2,3,3,2,3,3,2,3,2,2,3,3,2,3,3,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,2,3,3,3,3,2,10,5,3,3,3,2,3,3,2,2,3,3,3,2,2,2,2,3,1,6,3,2,2,3,3,3,4,3,3,3,3,2,3,3,3,3,3,2,1,3,2,3,3,3,4,3,3,3,3,4,3,3,1,2,3,2,2,3,2,2,2,3,2,3,3,3,2,3,2,2,3,2,3,3,4,3,2,2,3,5,1,2,1,2,3,1,1,3,2,3,1,17,0,1,2,55,5512,1,1,1,2,2,1968,45,4,2,1,1,2,1,7,7,7,98,6,2,2,1,4,1,1,-1,1,2,4,16,2,1,13,1399,2,1,2,6,98,1,1101,1,1101,1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.899668648876678,2,41.91,38,0,0,0,20.09,54.89,45.11,VIC,103480,98241,94.9400024414062,0.140000000596046,83319,3009,277,2735,8901,98241,94.9400024414062,93663,4578,4.65999984741211,0.939999997615814,23473,LP,42252,6.80999994277954,23305,ALP,51411,-6.80999994277954
198,9112131,1,2013-09-20,1,2,9999,BALLARAT,,2,3,3,3,3,3,4,4,4,4,4,4,2,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,2,1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,1,2,2,3,1,-1,5,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,4,1,5,0,0,0,0,8,5,0,5,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,3,3,3,2,2,2,2,2,2,3,1,1,2,1,3,3,2,2,1,3,2,1,4,4,4,4,4,4,4,4,4,4,-1,-1,4,5,3,3,3,3,2,1,2,3,3,3,3,2,2,2,2,0,3,4,4,4,1,2,2,1,3,2,1,1,1,2,1,2,2,2,4,-1,2,-1,-1,1,5,1,4,1,1,3,2,4,4,3,4,2,1,4,1,1,2,3,1,3,3,3,3,4,2,2,5,2,3,2,3,3,5,5,5,5,3,3,-1,2,3,1,1,3,3,1,1,14,0,1,5,99,9999,4,3,1,1,1,1931,82,6,2,1,1,-1,1,1,1,3,3,3,2,1,7,-1,-1,-1,-1,-1,2,1,9,2,7,-1,-1,-1,-1,-1,1,1,1,1101,1,1101,1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.727233695791668,2,41.91,38,0,0,0,20.09,54.89,45.11,VIC,103480,98241,94.9400024414062,0.140000000596046,83319,3009,277,2735,8901,98241,94.9400024414062,93663,4578,4.65999984741211,0.939999997615814,23473,LP,42252,6.80999994277954,23305,ALP,51411,-6.80999994277954
198,9399411,1,2013-09-25,1,2,9999,BALLARAT,,2,2,2,1,3,2,1,4,3,4,4,4,2,3,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,1,3,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,2,1,3,8,8,3,7,2,1,1,4,4,-1,1,2,1,1,-1,-1,-1,-1,6,-1,-1,2,1,6,2,6,5,1,5,6,3,5,2,3,2,3,3,2,2,3,4,2,2,2,3,3,2,2,3,2,1,2,2,2,1,2,1,1,2,4,3,2,2,1,1,1,3,2,1,1,2,2,3,3,4,1,2,2,3,1,1,2,4,7,2,3,2,3,2,2,1,1,2,2,4,3,3,3,3,3,3,8,3,3,2,4,1,3,4,2,4,3,3,2,3,4,4,4,3,1,3,2,4,4,4,3,2,2,4,4,4,3,2,3,3,1,2,1,2,3,2,2,3,3,3,3,3,3,3,4,2,3,1,4,2,4,1,2,3,2,3,3,1,1,2,1,1,2,2,1,3,2,1,16,4,2,1,13,1300,2,3,1,2,1,1952,61,5,2,1,2,1,1,1,1,7,98,6,2,1,1,4,1,1,-1,1,1,4,22,1,1,-1,-1,3,1,2,6,98,1,1101,1,1101,3,2100,-1,-1,1924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,-1,1101,-1,1101,-1,-1,3,4,1,1,0.748904861677931,2,41.91,38,0,0,0,20.09,54.89,45.11,VIC,103480,98241,94.9400024414062,0.140000000596046,83319,3009,277,2735,8901,98241,94.9400024414062,93663,4578,4.65999984741211,0.939999997615814,23473,LP,42252,6.80999994277954,23305,ALP,51411,-6.80999994277954
198,9448742,1,2013-09-23,1,2,9999,BALLARAT,,1,3,1,1,4,2,3,4,4,4,4,4,1,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,3,1,1,2,1,2,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,1,2,4,1,4,10,5,10,3,2,2,4,4,-1,2,1,1,2,1,-1,-1,-1,-1,-1,-1,3,1,0,7,0,4,0,0,1,10,4,1,3,2,3,2,3,1,4,4,1,4,2,2,2,3,3,4,4,2,3,3,-1,-1,-1,-1,1,-1,4,2,2,2,2,1,1,2,1,1,1,1,1,1,3,1,3,1,1,3,1,1,3,8,7,3,3,2,2,4,2,2,3,1,1,2,3,2,2,2,3,3,7,3,-1,-1,4,3,2,4,3,4,5,-1,2,4,4,2,4,3,1,3,1,2,2,4,5,2,2,4,4,5,2,2,2,4,1,4,1,3,2,2,2,3,2,3,3,3,3,3,4,1,4,5,4,2,3,2,2,3,2,3,1,1,1,2,1,1,-1,1,2,2,1,1,18,-1,7,5,45,4521,4,3,1,1,2,1944,69,6,2,1,1,-1,-1,1,2,7,98,6,2,1,2,4,1,1,-1,1,4,1,10,1,5,12,1212,1,2,2,2,2,1,1101,1,1101,1,1101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.698036932040861,2,41.91,38,0,0,0,20.09,54.89,45.11,VIC,103480,98241,94.9400024414062,0.140000000596046,83319,3009,277,2735,8901,98241,94.9400024414062,93663,4578,4.65999984741211,0.939999997615814,23473,LP,42252,6.80999994277954,23305,ALP,51411,-6.80999994277954
199,3375635,2,2013-09-16,1,2,9999,BATMAN,,1,2,2,3,1,1,1,2,1,1,4,4,2,3,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,2,2,1,1,3,2,1,1,-1,-1,-1,-1,1,-1,-1,2,2,1,1,1,4,5,1,0,10,5,10,5,2,2,2,2,-1,-1,2,5,2,1,-1,-1,-1,-1,-1,-1,2,1,0,10,0,5,6,0,5,9,6,1,2,2,2,3,2,1,2,2,3,4,3,3,3,4,4,4,4,3,3,2,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,3,1,10,7,3,2,2,2,4,4,3,3,2,2,2,4,1,3,3,2,2,7,2,3,2,4,5,1,1,5,1,5,3,3,5,5,5,5,4,1,3,1,1,4,4,5,1,4,4,5,5,2,1,1,2,4,4,1,3,1,2,3,3,3,2,3,3,3,3,5,1,5,1,3,1,5,1,1,2,2,3,3,3,3,2,1,1,2,1,3,3,2,1,14,2,2,1,10,1000,1,1,2,2,1,1961,52,4,2,1,1,2,2,1,2,7,98,6,2,2,1,4,1,1,1,1,2,5,10,1,2,55,5512,2,2,2,2,2,1,1101,6,2304,6,2304,-1,1957,1957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1101,-1,1101,-1,1101,-1,2,2,3,1,1,0.960413032531746,2,41.29,22.46,0,0,0,36.25,70.98,29.02,VIC,103245,94564,91.5899963378906,-0.280000001192093,73750,5994,333,5571,8916,94564,91.5899963378906,89114,5450,5.76000022888184,0.740000009536743,23319,GRN,35105,-2.85999989509583,23296,ALP,54009,2.85999989509583
199,3604709,1,2013-10-17,3,2,9999,BATMAN,,3,3,2,2,-1,3,2,4,4,4,4,4,1,2,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,3,1,2,4,3,-1,-1,1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,4,3,2,5,5,5,5,5,2,2,2,2,-1,-1,1,1,2,1,-1,-1,-1,-1,-1,-1,4,1,5,10,5,0,10,0,5,5,5,1,1,1,1,1,1,1,1,1,3,3,3,4,4,2,4,4,4,2,1,2,2,2,2,2,2,2,4,1,2,2,1,2,3,3,2,3,3,3,2,3,3,3,4,4,3,4,4,4,2,10,6,3,3,2,2,3,4,2,2,3,2,4,3,3,3,1,3,4,5,3,3,4,4,2,1,2,1,3,1,3,3,3,3,2,1,3,1,1,4,4,4,4,1,3,2,3,1,2,3,1,3,1,2,3,1,3,3,3,3,1,3,3,3,3,2,3,3,2,2,5,3,2,4,2,4,3,2,5,5,1,1,2,2,2,3,3,3,3,2,1,17,4,3,1,81,8113,5,1,2,2,1,1965,48,4,2,2,2,2,2,7,7,7,98,6,2,3,1,4,1,1,1,1,3,5,6,2,2,81,8110,1,2,2,2,2,8,6101,8,6101,8,6101,1988,9999,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1101,-1,6101,-1,6101,-1,3,1,2,2,3,0.960413032531746,2,41.29,22.46,0,0,0,36.25,70.98,29.02,VIC,103245,94564,91.5899963378906,-0.280000001192093,73750,5994,333,5571,8916,94564,91.5899963378906,89114,5450,5.76000022888184,0.740000009536743,23319,GRN,35105,-2.85999989509583,23296,ALP,54009,2.85999989509583
199,3612978,1,2013-09-11,1,2,9999,BATMAN,,3,4,2,4,4,3,4,4,4,4,4,4,2,3,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,2,4,1,1,1,3,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,3,6,4,2,4,10,0,0,5,5,5,97,5,97,3,3,2,5,2,1,-1,-1,-1,-1,-1,-1,5,3,0,3,0,2,0,0,1,7,1,2,2,3,-1,4,3,3,4,4,3,3,3,3,4,4,4,4,4,3,1,2,2,2,2,2,2,2,5,5,5,2,1,3,1,2,1,1,1,1,1,1,3,4,4,4,4,3,1,1,4,6,7,3,5,2,2,4,4,3,3,2,2,3,2,1,1,2,3,3,2,2,-1,-1,2,3,2,2,4,2,1,1,3,2,4,1,3,3,1,1,1,2,2,2,1,4,2,4,1,2,5,1,2,1,4,3,1,3,3,1,2,3,3,3,3,3,2,1,4,2,3,5,2,4,1,4,1,-1,3,5,5,3,3,-1,2,3,3,3,3,3,1,1,15,-1,1,5,-1,-1,-1,-1,-1,-1,1,1936,77,6,2,1,-1,-1,1,2,-1,7,98,6,1,1,7,-1,-1,-1,-1,-1,3,5,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.895490208310394,2,41.29,22.46,0,0,0,36.25,70.98,29.02,VIC,103245,94564,91.5899963378906,-0.280000001192093,73750,5994,333,5571,8916,94564,91.5899963378906,89114,5450,5.76000022888184,0.740000009536743,23319,GRN,35105,-2.85999989509583,23296,ALP,54009,2.85999989509583
199,3616028,1,2013-10-11,3,2,9999,BATMAN,,1,2,4,4,1,2,1,1,3,3,4,4,2,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,3,4,1,-1,1,1,-1,-1,-1,-1,1,-1,2,2,2,1,2,1,2,2,2,9,6,9,4,4,4,2,2,2,-1,2,1,2,1,-1,-1,-1,-1,-1,-1,2,1,0,6,0,7,4,0,5,9,5,1,3,2,2,2,3,1,3,3,2,4,2,3,3,4,2,4,4,2,4,4,2,2,2,1,1,1,1,1,1,3,2,1,1,3,1,2,1,2,2,4,3,1,1,4,1,3,1,1,4,3,6,2,3,2,2,2,3,2,3,1,1,3,3,3,3,2,3,1,9,3,2,5,4,4,2,2,4,4,5,5,3,4,4,4,5,4,1,3,1,3,4,4,4,5,2,2,5,5,1,4,2,1,4,3,2,3,2,2,3,3,3,3,3,2,2,3,2,2,4,2,4,2,5,1,1,5,2,3,3,3,3,-1,2,1,3,1,3,3,1,1,18,5,3,6,62,6211,5,2,2,2,2,1988,25,2,2,1,2,2,1,2,2,7,98,6,1,5,1,4,1,1,-1,1,3,5,13,1,-1,-1,-1,-1,-1,-1,-1,-1,11,3206,11,3206,11,3206,1996,1996,1996,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1101,-1,1101,-1,1101,-1,3,1,3,2,1,1.34342343519052,2,41.29,22.46,0,0,0,36.25,70.98,29.02,VIC,103245,94564,91.5899963378906,-0.280000001192093,73750,5994,333,5571,8916,94564,91.5899963378906,89114,5450,5.76000022888184,0.740000009536743,23319,GRN,35105,-2.85999989509583,23296,ALP,54009,2.85999989509583
